Id,No Finding
7,0.11830386519432068
8,-0.04760803282260895
9,-0.4850117266178131
10,-0.4763586223125458
42,0.3060680329799652
43,0.2393098771572113
46,-0.1491105705499649
47,-0.015597909688949585
89,-0.4242834150791168
90,-0.39528393745422363
91,-0.42286163568496704
92,-0.3359878361225128
96,-0.2346576303243637
156,-0.3199602961540222
187,-0.4769558310508728
188,-0.47204795479774475
189,-0.47069787979125977
190,-0.47528648376464844
191,-0.4884853661060333
192,-0.49758946895599365
208,0.10659286379814148
209,0.17064647376537323
264,0.1960996687412262
265,0.26147401332855225
266,0.3266032636165619
279,-0.4405520260334015
280,0.10949373245239258
281,-0.14941062033176422
301,-0.48086726665496826
302,-0.4321346879005432
303,-0.45321160554885864
304,-0.4674718976020813
316,-0.3351145088672638
317,-0.14032427966594696
318,-0.3731713891029358
319,-0.26474010944366455
320,-0.45185041427612305
340,0.11561104655265808
341,0.1801712065935135
459,0.10982078313827515
489,-0.09482516348361969
497,0.2059582769870758
498,0.271679550409317
646,0.32095247507095337
647,0.11182773113250732
698,0.17673908174037933
699,0.04818885028362274
700,0.21803128719329834
701,-0.20300310850143433
702,-0.011507853865623474
703,-0.2569500505924225
704,-0.03781449794769287
705,-0.25322961807250977
706,-0.17858724296092987
707,0.08334822952747345
708,0.08000549674034119
709,-0.2526477873325348
760,0.14159120619297028
761,0.13005433976650238
762,-0.492453008890152
763,-0.48785778880119324
764,-0.49782833456993103
785,0.11074897646903992
838,-0.07799167931079865
839,0.018126025795936584
890,0.05684827268123627
891,0.18373051285743713
929,0.052519142627716064
930,0.17587487399578094
935,-0.4513021409511566
936,-0.364002525806427
938,-0.4378470182418823
939,0.2952801585197449
940,0.3685614764690399
941,-0.44868701696395874
942,-0.33632293343544006
1006,-0.48643845319747925
1007,-0.44276297092437744
1008,-0.4862354099750519
1045,-0.40498584508895874
1046,-0.2599870562553406
1047,-0.27780380845069885
1048,-0.37147003412246704
1049,0.1092597097158432
1124,-0.34361007809638977
1125,-0.40202975273132324
1126,-0.2874261140823364
1131,0.21503612399101257
1139,0.00399114191532135
1140,-0.080036461353302
1141,-0.47212767601013184
1142,-0.45447322726249695
1143,-0.4903610348701477
1144,-0.4901946187019348
1145,-0.47103333473205566
1146,-0.4753972887992859
1147,-0.49234455823898315
1148,-0.4812096655368805
1149,-0.43280690908432007
1150,-0.49106624722480774
1151,-0.4598122537136078
1152,-0.4537258744239807
1153,-0.46293261647224426
1156,0.18583887815475464
1203,-0.49513107538223267
1204,-0.48599836230278015
1218,-0.18790273368358612
1219,0.09880727529525757
1220,-0.4472854733467102
1221,-0.057174891233444214
1222,-0.0709628313779831
1223,0.03364205360412598
1224,-0.43120333552360535
1225,0.0009590387344360352
1226,-0.46164974570274353
1227,0.015937447547912598
1228,-0.11629483103752136
1229,-0.05522942543029785
1230,-0.46613314747810364
1231,-0.43422093987464905
1232,-0.435157835483551
1233,-0.4835466146469116
1234,-0.46049100160598755
1235,-0.4668979048728943
1236,-0.36124715209007263
1237,-0.4555421471595764
1238,-0.46578606963157654
1243,-0.49030837416648865
1244,-0.4710544943809509
1245,-0.49470609426498413
1246,-0.4842204451560974
1247,-0.42848390340805054
1248,-0.4917677640914917
1249,-0.49091529846191406
1257,-0.4208835959434509
1258,-0.2927589416503906
1320,0.27306413650512695
1321,-0.4754141867160797
1322,0.3660072982311249
1386,-0.22586661577224731
1468,-0.0855899304151535
1469,0.0014600008726119995
1481,-0.36433643102645874
1537,-0.4133976399898529
1546,-0.01916646957397461
1566,-0.20183852314949036
1577,0.16949546337127686
1578,0.2606073319911957
1579,0.13788866996765137
1580,0.1860431730747223
1581,-0.0389610230922699
1582,0.21947234869003296
1628,0.1376858800649643
1629,-0.08842822909355164
1658,-0.4888461232185364
1659,-0.49204352498054504
1660,-0.49167051911354065
1661,-0.48810502886772156
1662,-0.4798092246055603
1670,0.18628014624118805
1671,0.3586841821670532
1717,0.07686436176300049
1718,0.2863211929798126
1719,-0.01836603879928589
1720,0.26287007331848145
1786,-0.15767349302768707
1825,-0.17072859406471252
1826,-0.12543059885501862
1982,-0.0006564110517501831
1983,-0.07443159818649292
1992,-0.15318213403224945
1993,0.13964338600635529
2046,-0.46002668142318726
2047,-0.37611955404281616
2048,-0.4807482659816742
2049,-0.4907708764076233
2050,-0.48699045181274414
2125,-0.46081221103668213
2128,0.02296002209186554
2129,-0.296350359916687
2203,-0.11763155460357666
2235,-0.3144773542881012
2236,-0.4367745816707611
2237,-0.17548801004886627
2238,-0.23496656119823456
2239,-0.40480461716651917
2240,-0.3729250431060791
2241,-0.4936102032661438
2242,-0.4783098101615906
2243,-0.49245354533195496
2244,-0.4892188012599945
2245,-0.48989230394363403
2272,-0.3681594431400299
2273,-0.33283790946006775
2281,-0.3534247875213623
2480,-0.4650290310382843
2481,-0.36835190653800964
2482,-0.47993946075439453
2483,-0.4858860373497009
2484,-0.45418351888656616
2485,-0.4851551055908203
2486,-0.4607345163822174
2487,-0.4656714200973511
2488,-0.4648863971233368
2489,-0.10222120583057404
2490,-0.4868081212043762
