Id,Fracture
7,-0.27399882674217224
8,0.17445684969425201
9,0.23590415716171265
10,0.012526825070381165
42,-0.38419926166534424
43,-0.011002972722053528
46,-0.03283308446407318
47,-0.02412363886833191
89,0.16171561181545258
90,0.3400495946407318
91,-0.2724144458770752
92,0.06974560022354126
96,0.23329052329063416
156,0.07435494661331177
187,0.3870013654232025
188,0.37779101729393005
189,0.19582778215408325
190,0.4582417607307434
191,0.46892327070236206
192,0.3957228660583496
208,-0.20349985361099243
209,0.08550845086574554
264,-0.35882648825645447
265,-0.10759951174259186
266,-0.24867665767669678
279,-0.019890815019607544
280,-0.3134147524833679
281,-0.010596662759780884
301,-0.05052885413169861
302,-0.14185503125190735
303,0.29551562666893005
304,-0.24093985557556152
316,0.3722684681415558
317,0.38651803135871887
318,0.2706618309020996
319,0.3942652642726898
320,0.4106025695800781
340,-0.08969996869564056
341,0.15759962797164917
459,0.002187103033065796
489,0.18246638774871826
497,-0.24408750236034393
498,-0.04330925643444061
646,-0.3398500382900238
647,-0.21702754497528076
698,0.17027387022972107
699,0.04777140915393829
700,-0.20162972807884216
701,0.10505101084709167
702,-0.2687956392765045
703,0.18327370285987854
704,0.046055868268013
705,0.21510139107704163
706,-0.04843738675117493
707,-0.07014155387878418
708,-0.17786410450935364
709,0.01568146049976349
760,-0.11818081140518188
761,0.12905985116958618
762,0.46187907457351685
763,0.4389983117580414
764,0.43775638937950134
785,0.00010558962821960449
838,0.048060014843940735
839,0.18110431730747223
890,-0.07848207652568817
891,-0.1706427037715912
929,-0.35847193002700806
930,0.10348990559577942
935,-0.2061801701784134
936,0.08456985652446747
938,0.3768478035926819
939,-0.29528379440307617
940,-0.039739176630973816
941,0.07756654918193817
942,0.2720365822315216
1006,0.32751795649528503
1007,0.2785493731498718
1008,0.2698313891887665
1045,0.15306594967842102
1046,0.09240677952766418
1047,0.2748045325279236
1048,0.2868722379207611
1049,0.07547366619110107
1124,0.32632893323898315
1125,0.31901872158050537
1126,0.2761903703212738
1131,-0.35238131880760193
1139,-0.14208516478538513
1140,0.04250131547451019
1141,0.45192813873291016
1142,0.35834792256355286
1143,0.4243946373462677
1144,0.4608507454395294
1145,0.45283669233322144
1146,0.4162699282169342
1147,0.4198918044567108
1148,0.3952411711215973
1149,0.4486426115036011
1150,0.22878895699977875
1151,0.33226823806762695
1152,0.2319568693637848
1153,0.4558427035808563
1156,-0.34488141536712646
1203,0.3470045030117035
1204,0.38722002506256104
1218,0.034049972891807556
1219,-0.2145988941192627
1220,0.377330482006073
1221,0.0829511284828186
1222,-0.11123967170715332
1223,0.11345800757408142
1224,0.3267994225025177
1225,-0.35445350408554077
1226,0.18312761187553406
1227,0.2040560394525528
1228,0.22305908799171448
1229,-0.10553690791130066
1230,0.12814021110534668
1231,-0.43736013770103455
1232,0.4184192717075348
1233,0.08006656169891357
1234,0.0827028751373291
1235,0.40168681740760803
1236,0.20160260796546936
1237,0.4077942371368408
1238,0.2907652258872986
1243,0.4127506911754608
1244,0.19382482767105103
1245,0.4758378863334656
1246,0.44110122323036194
1247,0.4262451231479645
1248,0.45718446373939514
1249,0.420771062374115
1257,0.08581773936748505
1258,0.37880420684814453
1320,-0.2571074962615967
1321,0.1320725679397583
1322,-0.38129690289497375
1386,-0.3755285441875458
1468,-0.12989862263202667
1469,0.29160135984420776
1481,0.07754118740558624
1537,0.4041070342063904
1546,-0.3469011187553406
1566,0.12425652146339417
1577,-0.005691051483154297
1578,0.21513867378234863
1579,-0.20460453629493713
1580,-0.11646118760108948
1581,-0.043726325035095215
1582,0.24048148095607758
1628,-0.3018631637096405
1629,0.02177569270133972
1658,0.3976927697658539
1659,0.3725169897079468
1660,0.39125412702560425
1661,0.43396326899528503
1662,0.44130390882492065
1670,-0.11817221343517303
1671,-0.10639883577823639
1717,0.06990301609039307
1718,-0.10857388377189636
1719,-0.40936362743377686
1720,0.08594055473804474
1786,-0.08795756101608276
1825,-0.2862418591976166
1826,0.017931699752807617
1982,-0.21837303042411804
1983,-0.31411948800086975
1992,-0.08201287686824799
1993,0.07067826390266418
2046,-0.3861977159976959
2047,-0.25614234805107117
2048,0.29924678802490234
2049,0.451961874961853
2050,0.3952479362487793
2125,0.12575964629650116
2128,0.03845570981502533
2129,0.0924966037273407
2203,-0.3958573043346405
2235,-0.3453235328197479
2236,0.1383662074804306
2237,-0.38517051935195923
2238,-0.22096797823905945
2239,0.26615819334983826
2240,-0.30684393644332886
2241,0.38402920961380005
2242,0.3704493045806885
2243,0.4114915132522583
2244,0.3227929472923279
2245,0.28790029883384705
2272,-0.21317583322525024
2273,-0.03397950530052185
2281,0.2694534659385681
2480,0.24510963261127472
2481,0.3782457113265991
2482,0.2666110396385193
2483,0.44116082787513733
2484,0.26290634274482727
2485,0.3447892367839813
2486,0.17850208282470703
2487,0.28882333636283875
2488,0.1560397744178772
2489,0.32249271869659424
2490,0.2945185601711273
2491,0.38357293605804443
2494,0.28207141160964966
2569,0.15217316150665283
2570,0.3272588849067688
2600,-0.17869305610656738
2601,0.41417396068573
2602,0.32097819447517395
2603,0.39663392305374146
2604,0.1259937435388565
2605,0.3001744747161865
2606,0.161828875541687
2607,0.2825155258178711
2627,-0.17559659481048584
2628,-0.047795698046684265
2641,0.11950699985027313
2642,0.21850387752056122
2685,0.3016900420188904
2686,0.353565514087677
2687,0.35457056760787964
2688,0.38074132800102234
2689,0.375204861164093
2690,0.39328280091285706
2691,0.365707665681839
2692,0.2463861107826233
2693,0.33349111676216125
2694,0.4214297831058502
2695,0.3713487684726715
2740,-0.009429126977920532
2741,0.22303801774978638
2917,0.12972204387187958
2918,0.18713705241680145
2919,0.34542790055274963
2920,0.18290835618972778
2921,0.3903183043003082
2922,0.27511167526245117
3038,-0.3356196880340576
3039,-0.0746234804391861
3040,0.42552196979522705
3041,-0.14519916474819183
3061,0.19979225099086761
3062,0.1423417627811432
3063,-0.10985489189624786
3113,0.3716828227043152
3114,0.37896251678466797
3115,0.16885779798030853
3116,0.3218982219696045
3117,0.25769656896591187
3118,0.3159483075141907
3119,0.1582893580198288
3120,0.3331756293773651
3121,0.05588299036026001
3130,-0.2521589696407318
3131,0.3580065965652466
3132,0.26509717106819153
3133,0.31109967827796936
3134,-0.205450177192688
3135,0.30336639285087585
3136,0.45636025071144104
3137,0.2938627600669861
3138,0.4286666810512543
3139,0.24945347011089325
3140,0.2711498439311981
3141,0.39938730001449585
3142,0.3957160413265228
3143,-0.19781693816184998
3144,-0.10509587824344635
3145,0.27618417143821716
3162,0.14704594016075134
3163,0.0697859525680542
3164,0.29294338822364807
3165,0.22403627634048462
3166,0.27331915497779846
3167,0.3562036156654358
3168,0.2829686999320984
3169,0.42382925748825073
3170,0.19491051137447357
3226,0.37137478590011597
3227,0.39078521728515625
3228,-0.17260542511940002
3229,0.0654481053352356
3239,-0.12191803753376007
3240,0.14083756506443024
3241,-0.11199092864990234
3242,0.31633609533309937
3243,0.4049978256225586
3244,0.45531079173088074
3292,0.24479220807552338
3293,0.3759886920452118
3294,0.34862321615219116
3399,0.25320425629615784
3409,-0.10406503081321716
3410,0.28339844942092896
3411,-0.021794036030769348
3412,0.259846568107605
3413,0.18948787450790405
3414,0.28691136837005615
3418,-0.39126646518707275
3419,-0.17803855240345
3473,0.02566908299922943
3474,0.14068952202796936
3475,-0.03153891861438751
3476,0.2144167125225067
3477,0.43713486194610596
3478,0.43078044056892395
3479,-0.3210394084453583
3480,0.11418332159519196
3481,-0.25704923272132874
3482,0.1386335790157318
3483,-0.183365598320961
3484,-0.1084926575422287
3505,0.35445258021354675
3513,0.31842711567878723
3514,0.05858448147773743
3585,0.3889191150665283
3667,-0.19257307052612305
3668,-0.01286594569683075
3728,0.17365401983261108
3773,-0.06815800070762634
3774,0.21297477185726166
3775,0.389794260263443
3776,0.4588392376899719
3777,0.38955575227737427
3814,0.06593091785907745
3815,0.11435765027999878
3816,0.3536470830440521
3836,0.2795679569244385
3837,0.3951689302921295
3840,-0.1900244951248169
3841,-0.014047503471374512
3842,0.4026486575603485
3843,0.4276887774467468
3844,0.4301687180995941
3845,0.311676025390625
3846,0.28189846873283386
3847,0.31354212760925293
3863,-0.03773212432861328
3864,-0.34416961669921875
3865,0.43303534388542175
3866,0.4282800853252411
3867,0.4491025507450104
3868,0.43249133229255676
3869,0.06207810342311859
3870,0.4411054849624634
3871,0.47538334131240845
3872,0.4806993007659912
3873,0.4195467531681061
3945,0.17305409908294678
3946,0.3656269907951355
3950,0.33007246255874634
3984,0.21558833122253418
3985,0.45941388607025146
4022,0.24708802998065948
4023,0.18107858300209045
4024,-0.04641494154930115
4025,0.1146649420261383
4026,0.27258267998695374
4027,0.22495439648628235
4028,0.265446275472641
4039,-0.16868388652801514
4040,-0.12119799852371216
4041,-0.18540620803833008
4042,0.2090398371219635
4043,-0.07369032502174377
4044,0.04947705566883087
4045,0.2915055751800537
4111,0.17708314955234528
4116,-0.24139299988746643
4127,-0.18551984429359436
4128,0.014109387993812561
4129,-0.2880253493785858
4130,-0.0010009407997131348
4219,-0.010236039757728577
4220,0.14224013686180115
4262,-0.26429280638694763
4382,0.17826296389102936
4383,0.14124339818954468
4485,0.09896165132522583
4486,0.1446177065372467
4499,-0.2230774462223053
4500,0.16288769245147705
4791,-0.10115094482898712
4792,0.033316850662231445
4793,-0.013034239411354065
4794,-0.2591230273246765
4799,0.1746636927127838
4800,0.40434563159942627
4801,0.042928487062454224
4802,0.3506857752799988
4803,0.3073125183582306
4804,0.34828507900238037
4895,-0.07850003242492676
4896,0.42194369435310364
4897,0.4594655930995941
4931,0.33846744894981384
4932,0.17932459712028503
4957,0.20679521560668945
4958,0.43819648027420044
4959,0.15830197930335999
4960,0.2996026873588562
4961,-0.31735050678253174
4962,0.17736458778381348
4963,0.44576209783554077
4964,0.4519687294960022
4965,0.20266930758953094
4966,0.2281152904033661
4967,0.20914822816848755
4968,0.21185913681983948
4969,0.4743785262107849
4970,0.41580671072006226
4971,0.47155335545539856
4972,0.47357818484306335
4973,0.4279268682003021
4974,0.36485445499420166
4975,0.4346032440662384
4976,0.34588029980659485
4977,-0.03971509635448456
4978,0.32089734077453613
4979,0.2812173366546631
4980,0.47019898891448975
4981,0.46170249581336975
4982,0.4408801198005676
4983,0.23999612033367157
4984,0.4677170515060425
4985,0.4017832279205322
4986,0.10343693196773529
4987,0.460263729095459
4988,0.4543711543083191
4989,0.46852508187294006
4990,0.1705740988254547
4991,0.3610377907752991
4992,0.27022212743759155
4993,0.3695589005947113
5024,0.27714964747428894
5060,-0.16940075159072876
5061,0.11692465841770172
5065,0.271160364151001
5066,0.31119871139526367
5075,-0.15534427762031555
5076,0.2012212872505188
5077,-0.01588629186153412
5078,0.37954017519950867
5079,0.04483562707901001
5080,0.38518810272216797
5081,0.13146930932998657
5087,0.46277520060539246
5088,0.15265494585037231
5089,0.3647801876068115
5174,-0.006372779607772827
5175,-0.20426271855831146
5177,0.04692403972148895
5178,-0.1371670365333557
5179,-0.07026965916156769
5220,0.15852025151252747
5221,0.13644863665103912
5222,-0.11037702858448029
5226,-0.2804514169692993
5227,-0.1923237293958664
5260,0.4426671266555786
5261,0.30802255868911743
5262,0.27276983857154846
5263,-0.25826624035835266
5264,-0.16517512500286102
5265,0.4609658718109131
5281,0.004687488079071045
5282,0.14629557728767395
5283,0.32533717155456543
5284,0.3444884121417999
5317,0.2866540551185608
5322,-0.3301973044872284
5323,0.044009849429130554
5448,0.2580640912055969
5457,-0.11033453047275543
5458,-0.25875455141067505
5459,0.18367765843868256
5460,-0.0599721223115921
