Id,Lung Opacity
7,0.1509341597557068
8,0.19283831119537354
9,0.48208412528038025
10,0.42745208740234375
42,-0.08891113102436066
43,0.22192077338695526
46,0.31849586963653564
47,0.2716251015663147
89,0.45613858103752136
90,0.39600884914398193
91,0.42648282647132874
92,0.4423048794269562
96,0.41791218519210815
156,0.4428573250770569
187,0.4847356379032135
188,0.4854072332382202
189,0.4024158716201782
190,0.482294499874115
191,0.4891807436943054
192,0.49214085936546326
208,0.19367936253547668
209,0.08021336793899536
264,0.08159065246582031
265,0.2724054753780365
266,0.00259554386138916
279,0.28991878032684326
280,0.2511354386806488
281,0.16838499903678894
301,0.44324812293052673
302,0.40636909008026123
303,0.45777276158332825
304,0.442378968000412
316,0.44039997458457947
317,0.4267340898513794
318,0.3205234706401825
319,0.3018886148929596
320,0.46518585085868835
340,0.28162747621536255
341,-0.07050859928131104
459,0.2021617889404297
489,0.22087526321411133
497,0.048976585268974304
498,0.09859703481197357
646,-0.10910969972610474
647,0.048166558146476746
698,0.060571566224098206
699,0.29371073842048645
700,0.10565854609012604
701,0.23827718198299408
702,0.06459060311317444
703,0.44637641310691833
704,0.16819049417972565
705,0.3530198931694031
706,0.2416207194328308
707,0.21680161356925964
708,-0.09928227961063385
709,0.39631375670433044
760,0.08264762163162231
761,0.03386543691158295
762,0.4844619035720825
763,0.4722752869129181
764,0.48833122849464417
785,0.3223493993282318
838,0.20535734295845032
839,0.3023506999015808
890,0.154361754655838
891,0.1320347785949707
929,0.2715991139411926
930,0.12126657366752625
935,0.4119616150856018
936,0.4144248962402344
938,0.42875179648399353
939,0.13917899131774902
940,0.1625651866197586
941,0.4676789939403534
942,0.4328044056892395
1006,0.4697028398513794
1007,0.4182959496974945
1008,0.4853145182132721
1045,0.43433070182800293
1046,0.3916094899177551
1047,0.3702501952648163
1048,0.27355846762657166
1049,0.3367353677749634
1124,0.3317108154296875
1125,0.4323689341545105
1126,0.31026631593704224
1131,-0.07250753045082092
1139,0.20788973569869995
1140,0.11009486019611359
1141,0.466837078332901
1142,0.47443291544914246
1143,0.4880838692188263
1144,0.4863770306110382
1145,0.4829694926738739
1146,0.4861352741718292
1147,0.4870714843273163
1148,0.4828662574291229
1149,0.3427523374557495
1150,0.4856000542640686
1151,0.42058825492858887
1152,0.45671454071998596
1153,0.4844385087490082
1156,0.15724952518939972
1203,0.4904414117336273
1204,0.49012264609336853
1218,0.2963877320289612
1219,0.1352531760931015
1220,0.41754984855651855
1221,0.37560558319091797
1222,0.22055715322494507
1223,0.2775079011917114
1224,0.47359520196914673
1225,0.2747919261455536
1226,0.401015043258667
1227,0.12663660943508148
1228,0.2662833333015442
1229,0.2698516845703125
1230,0.46056538820266724
1231,0.29987990856170654
1232,0.46320950984954834
1233,0.47050338983535767
1234,0.48262453079223633
1235,0.4574028253555298
1236,0.44235700368881226
1237,0.42891475558280945
1238,0.46816787123680115
1243,0.4727116525173187
1244,0.4730580747127533
1245,0.4683360159397125
1246,0.4801255464553833
1247,0.47823435068130493
1248,0.4904979467391968
1249,0.4879092872142792
1257,0.3119713068008423
1258,0.3507644236087799
1320,-0.06324517726898193
1321,0.42817002534866333
1322,-0.23680689930915833
1386,0.29925772547721863
1468,0.20867681503295898
1469,0.30480465292930603
1481,0.07094332575798035
1537,0.46553662419319153
1546,-0.04352305829524994
1566,0.38722214102745056
1577,0.19547060132026672
1578,0.03796130418777466
1579,0.06241773068904877
1580,0.12152375280857086
1581,0.36143893003463745
1582,0.10114654898643494
1628,0.1108112633228302
1629,0.12037616968154907
1658,0.4745938777923584
1659,0.4881440997123718
1660,0.4761355519294739
1661,0.481179416179657
1662,0.47874489426612854
1670,0.17877843976020813
1671,0.0025432705879211426
1717,0.36808669567108154
1718,0.13669902086257935
1719,0.09162808954715729
1720,0.14514273405075073
1786,0.20384518802165985
1825,0.29632851481437683
1826,0.1545562446117401
1982,0.19071103632450104
1983,0.2237394154071808
1992,0.2117462158203125
1993,0.16874010860919952
2046,0.40944311022758484
2047,0.2889111042022705
2048,0.46004337072372437
2049,0.47785285115242004
2050,0.4784829020500183
2125,0.4729331135749817
2128,0.27902793884277344
2129,0.44079115986824036
2203,0.29747259616851807
2235,0.32542359828948975
2236,0.22757406532764435
2237,0.12205031514167786
2238,0.18789587914943695
2239,0.32452157139778137
2240,0.1429099142551422
2241,0.4795626699924469
2242,0.4571591317653656
2243,0.46836790442466736
2244,0.464611679315567
2245,0.4709036946296692
2272,0.4203677177429199
2273,0.3638840913772583
2281,0.1780499666929245
2480,0.4587603807449341
2481,0.46398013830184937
2482,0.48279836773872375
2483,0.46702858805656433
2484,0.42023763060569763
2485,0.4788784086704254
2486,0.36407965421676636
2487,0.4726158380508423
2488,0.4851264953613281
2489,0.3002457916736603
2490,0.4778149127960205
2491,0.46310099959373474
2494,0.2691095173358917
2569,0.2722707986831665
2570,0.4414266347885132
2600,0.46253180503845215
2601,0.42929577827453613
2602,0.47633281350135803
2603,0.4707285165786743
2604,0.2553461492061615
2605,0.45318037271499634
2606,0.42325127124786377
2607,0.4848880171775818
2627,0.26149457693099976
2628,0.2599220275878906
2641,0.4241071939468384
2642,0.38053974509239197
2685,0.3843291997909546
2686,0.4845355153083801
2687,0.48529061675071716
2688,0.4788897931575775
2689,0.42642781138420105
2690,0.4727364778518677
2691,0.46373242139816284
2692,0.3944014310836792
2693,0.4867492914199829
2694,0.4920256733894348
2695,0.48523738980293274
2740,0.45895734429359436
2741,0.21111862361431122
2917,0.3837669789791107
2918,0.36048391461372375
2919,0.4317181408405304
2920,0.17337924242019653
2921,0.4360106587409973
2922,0.45112356543540955
3038,0.15628018975257874
3039,0.2491823434829712
3040,0.4852892756462097
3041,0.47102802991867065
3061,0.3054463565349579
3062,0.32190024852752686
3063,0.2912832200527191
3113,0.46320658922195435
3114,0.4708353579044342
3115,0.3811359405517578
3116,0.4380643963813782
3117,0.41985079646110535
3118,0.4212367534637451
3119,0.4670437276363373
3120,0.4495404362678528
3121,0.45476144552230835
3130,0.32936912775039673
3131,0.37419629096984863
3132,0.06054277718067169
3133,0.19863495230674744
3134,0.39303651452064514
3135,0.3838832974433899
3136,0.4863753914833069
3137,0.39567890763282776
3138,0.47155824303627014
3139,0.39730891585350037
3140,0.3152415454387665
3141,0.47392430901527405
3142,0.4222785532474518
3143,0.1818210929632187
3144,0.05162051320075989
3145,0.4566138982772827
3162,0.45336151123046875
3163,0.4778924286365509
3164,0.34845641255378723
3165,0.4695974290370941
3166,0.4814354181289673
3167,0.4649680256843567
3168,0.42072945833206177
3169,0.4638103246688843
3170,0.437836229801178
3226,0.3287851810455322
3227,0.031582608819007874
3228,0.2990509867668152
3229,0.3222443163394928
3239,0.43064171075820923
3240,0.3150361180305481
3241,0.3907889127731323
3242,0.2702826261520386
3243,0.4811306893825531
3244,0.4886428713798523
3292,0.23772607743740082
3293,0.2778441607952118
